LoanApplicationSubmitted,BBZM9464482055,1324.869073,0,0,,,24/03/2022-13:42:21.187,1648122141187
LoanApplicationReceived,BBZM9464482055,1324.869073,0,0,,,24/03/2022-13:49:21.187,1648122141537
LoanApplicationSubmitted,GPCG7225739325,877.6487173,0,0,,,24/03/2022-13:51:21.203,1648122141637
LoanApplicationReceived,GPCG7225739325,877.6487173,0,0,,,24/03/2022-13:55:21.203,1648122141837
VerifiedAmount,BBZM9464482055,1324.869073,0,0,,,24/03/2022-13:56:21.187,1648122141887
VerifiedAmount,GPCG7225739325,877.6487173,0,0,,,24/03/2022-14:01:21.203,1648122142137
LoanApplicationSubmitted,VGDJ3738360047,894.3656495,0,0,,,24/03/2022-14:05:21.218,1648122142337
CreditCheck,BBZM9464482055,1324.869073,669.3527676,0,,,24/03/2022-14:09:21.187,1648122142537
VerifiedCreditCheck,BBZM9464482055,1324.869073,669.3527676,0,skilled,,24/03/2022-14:09:21.187,1648122142537
LoanApplicationReceived,VGDJ3738360047,894.3656495,0,0,,,24/03/2022-14:09:21.218,1648122142537
VerifiedAmount,VGDJ3738360047,894.3656495,0,0,,,24/03/2022-14:12:21.218,1648122142687
RiskAssesment,GPCG7225739325,877.6487173,0,0.635819379,,,24/03/2022-14:13:21.203,1648122142737
VerifiedRiskAssesment,GPCG7225739325,877.6487173,0,0.635819379,skilled,,24/03/2022-14:13:21.203,1648122142737
LoanApplicationSubmitted,PSJB9352218037,785.4062756,0,0,,,24/03/2022-14:13:21.218,1648122142737
LoanApplicationReceived,PSJB9352218037,785.4062756,0,0,,,24/03/2022-14:16:21.218,1648122142887
RiskAssesment,VGDJ3738360047,894.3656495,0,0.532783229,,,24/03/2022-14:18:21.218,1648122142987
VerifiedRiskAssesment,VGDJ3738360047,894.3656495,0,0.532783229,novice,,24/03/2022-14:18:21.218,1648122142987
SkilledAgentDecision,BBZM9464482055,1324.869073,0,0,skilled,REJECTED,24/03/2022-14:19:21.187,1648122143037
LoanApplicationSubmitted,TVQR6803663889,1173.081526,0,0,,,24/03/2022-14:20:21.234,1648122143087
VerifiedAmount,PSJB9352218037,785.4062756,0,0,,,24/03/2022-14:22:21.218,1648122143187
ApplicationDecision,BBZM9464482055,1324.869073,0,0,skilled,REJECTED,24/03/2022-14:23:21.187,1648122143237
SkilledAgentDecision,GPCG7225739325,877.6487173,0,0,skilled,REJECTED,24/03/2022-14:23:21.203,1648122143237
LoanApplicationSubmitted,DNAK3663881946,539.6922606,0,0,,,24/03/2022-14:23:21.274,1648122143237
ApplicationDecision,GPCG7225739325,877.6487173,0,0,skilled,REJECTED,24/03/2022-14:25:21.203,1648122143337
LoanApplicationReceived,TVQR6803663889,1173.081526,0,0,,,24/03/2022-14:26:21.234,1648122143387
LoanApplicationSubmitted,KEKQ3683341113,1348.962353,0,0,,,24/03/2022-14:28:21.306,1648122143487
NoviceAgentDecision,VGDJ3738360047,894.3656495,0,0,novice,ACCEPTED,24/03/2022-14:31:21.218,1648122143637
VerifiedAmount,TVQR6803663889,1173.081526,0,0,,,24/03/2022-14:31:21.234,1648122143637
LoanApplicationSubmitted,HFSA9806910417,847.7586198,0,0,,,24/03/2022-14:31:21.337,1648122143637
LoanApplicationReceived,DNAK3663881946,539.6922606,0,0,,,24/03/2022-14:32:21.274,1648122143687
LoanApplicationReceived,KEKQ3683341113,1348.962353,0,0,,,24/03/2022-14:32:21.306,1648122143687
VerifiedAmount,DNAK3663881946,539.6922606,0,0,,,24/03/2022-14:35:21.274,1648122143837
RiskAssesment,PSJB9352218037,785.4062756,0,0.50838075,,,24/03/2022-14:37:21.218,1648122143937
ApplicationDecision,VGDJ3738360047,894.3656495,0,0,novice,ACCEPTED,24/03/2022-14:37:21.218,1648122143937
VerifiedRiskAssesment,PSJB9352218037,785.4062756,0,0.50838075,novice,,24/03/2022-14:37:21.218,1648122143937
LoanApplicationReceived,HFSA9806910417,847.7586198,0,0,,,24/03/2022-14:37:21.337,1648122143937
VerifiedAmount,HFSA9806910417,847.7586198,0,0,,,24/03/2022-14:41:21.337,1648122144137
VerifiedAmount,KEKQ3683341113,1348.962353,0,0,,,24/03/2022-14:42:21.306,1648122144187
VerifiedCreditCheck,TVQR6803663889,1173.081526,397.7846784,0,skilled,,24/03/2022-14:43:21.234,1648122144237
CreditCheck,TVQR6803663889,1173.081526,397.7846784,0,,,24/03/2022-14:43:21.234,1648122144237
LoanApplicationSubmitted,VIDK6083510374,1063.807819,0,0,,,24/03/2022-14:44:21.358,1648122144287
NoviceAgentDecision,PSJB9352218037,785.4062756,0,0,novice,ACCEPTED,24/03/2022-14:45:21.218,1648122144337
RiskAssesment,DNAK3663881946,539.6922606,0,0.691191988,,,24/03/2022-14:48:21.274,1648122144487
VerifiedRiskAssesment,DNAK3663881946,539.6922606,0,0.691191988,skilled,,24/03/2022-14:48:21.274,1648122144487
ApplicationDecision,PSJB9352218037,785.4062756,0,0,novice,ACCEPTED,24/03/2022-14:50:21.218,1648122144587
VerifiedRiskAssesment,HFSA9806910417,847.7586198,0,0.622887224,skilled,,24/03/2022-14:50:21.337,1648122144587
RiskAssesment,HFSA9806910417,847.7586198,0,0.622887224,,,24/03/2022-14:50:21.337,1648122144587
LoanApplicationReceived,VIDK6083510374,1063.807819,0,0,,,24/03/2022-14:52:21.358,1648122144687
VerifiedAmount,VIDK6083510374,1063.807819,0,0,,,24/03/2022-14:56:21.358,1648122144887
VerifiedCreditCheck,KEKQ3683341113,1348.962353,527.0340117,0,skilled,,24/03/2022-14:57:21.306,1648122144937
CreditCheck,KEKQ3683341113,1348.962353,527.0340117,0,,,24/03/2022-14:57:21.306,1648122144937
LoanApplicationSubmitted,HZLG5420937030,950.1259249,0,0,,,24/03/2022-14:57:21.376,1648122144937
SkilledAgentDecision,TVQR6803663889,1173.081526,0,0,skilled,REJECTED,24/03/2022-14:59:21.234,1648122145037
SkilledAgentDecision,HFSA9806910417,847.7586198,0,0,skilled,REJECTED,24/03/2022-15:02:21.337,1648122145187
LoanApplicationReceived,HZLG5420937030,950.1259249,0,0,,,24/03/2022-15:02:21.376,1648122145187
SkilledAgentDecision,DNAK3663881946,539.6922606,0,0,skilled,REJECTED,24/03/2022-15:03:21.274,1648122145237
ApplicationDecision,TVQR6803663889,1173.081526,0,0,skilled,REJECTED,24/03/2022-15:04:21.234,1648122145287
CreditCheck,VIDK6083510374,1063.807819,812.3276193,0,,,24/03/2022-15:04:21.358,1648122145287
VerifiedCreditCheck,VIDK6083510374,1063.807819,812.3276193,0,novice,,24/03/2022-15:04:21.358,1648122145287
LoanApplicationSubmitted,AJUU1442538506,1292.421587,0,0,,,24/03/2022-15:04:21.391,1648122145287
ApplicationDecision,HFSA9806910417,847.7586198,0,0,skilled,REJECTED,24/03/2022-15:05:21.337,1648122145337
VerifiedAmount,HZLG5420937030,950.1259249,0,0,,,24/03/2022-15:08:21.376,1648122145487
ApplicationDecision,DNAK3663881946,539.6922606,0,0,skilled,REJECTED,24/03/2022-15:09:21.274,1648122145537
LoanApplicationReceived,AJUU1442538506,1292.421587,0,0,,,24/03/2022-15:09:21.391,1648122145537
LoanApplicationSubmitted,RLWT3920835441,587.9718581,0,0,,,24/03/2022-15:10:21.391,1648122145587
SkilledAgentDecision,KEKQ3683341113,1348.962353,0,0,skilled,REJECTED,24/03/2022-15:12:21.306,1648122145687
LoanApplicationSubmitted,UMAA1223219663,935.5165592,0,0,,,24/03/2022-15:13:21.407,1648122145737
VerifiedAmount,AJUU1442538506,1292.421587,0,0,,,24/03/2022-15:14:21.391,1648122145787
ApplicationDecision,KEKQ3683341113,1348.962353,0,0,skilled,REJECTED,24/03/2022-15:15:21.306,1648122145837
LoanApplicationReceived,UMAA1223219663,935.5165592,0,0,,,24/03/2022-15:17:21.407,1648122145937
VerifiedAmount,UMAA1223219663,935.5165592,0,0,,,24/03/2022-15:18:21.407,1648122145987
LoanApplicationReceived,RLWT3920835441,587.9718581,0,0,,,24/03/2022-15:20:21.391,1648122146087
NoviceAgentDecision,VIDK6083510374,1063.807819,0,0,novice,ACCEPTED,24/03/2022-15:21:21.358,1648122146137
LoanApplicationSubmitted,YYAX3112117200,923.1891291,0,0,,,24/03/2022-15:22:21.423,1648122146187
RiskAssesment,HZLG5420937030,950.1259249,0,0.482039584,,,24/03/2022-15:23:21.376,1648122146237
VerifiedRiskAssesment,HZLG5420937030,950.1259249,0,0.482039584,novice,,24/03/2022-15:23:21.376,1648122146237
LoanApplicationReceived,YYAX3112117200,923.1891291,0,0,,,24/03/2022-15:25:21.423,1648122146337
CreditCheck,AJUU1442538506,1292.421587,829.5849625,0,,,24/03/2022-15:26:21.391,1648122146387
VerifiedCreditCheck,AJUU1442538506,1292.421587,829.5849625,0,novice,,24/03/2022-15:26:21.391,1648122146387
VerifiedAmount,YYAX3112117200,923.1891291,0,0,,,24/03/2022-15:27:21.423,1648122146437
LoanApplicationSubmitted,KDNR7602062547,1226.753888,0,0,,,24/03/2022-15:28:21.438,1648122146487
ApplicationDecision,VIDK6083510374,1063.807819,0,0,novice,ACCEPTED,24/03/2022-15:29:21.358,1648122146537
VerifiedRiskAssesment,UMAA1223219663,935.5165592,0,0.824549287,skilled,,24/03/2022-15:29:21.407,1648122146537
RiskAssesment,UMAA1223219663,935.5165592,0,0.824549287,,,24/03/2022-15:29:21.407,1648122146537
VerifiedAmount,RLWT3920835441,587.9718581,0,0,,,24/03/2022-15:30:21.391,1648122146587
VerifiedRiskAssesment,YYAX3112117200,923.1891291,0,0.62534065,skilled,,24/03/2022-15:30:21.423,1648122146587
RiskAssesment,YYAX3112117200,923.1891291,0,0.62534065,,,24/03/2022-15:30:21.423,1648122146587
LoanApplicationReceived,KDNR7602062547,1226.753888,0,0,,,24/03/2022-15:30:21.438,1648122146587
LoanApplicationSubmitted,SRHY2158784164,780.0217465,0,0,,,24/03/2022-15:31:21.438,1648122146637
NoviceAgentDecision,HZLG5420937030,950.1259249,0,0,novice,ACCEPTED,24/03/2022-15:34:21.376,1648122146787
ApplicationDecision,HZLG5420937030,950.1259249,0,0,novice,ACCEPTED,24/03/2022-15:36:21.376,1648122146887
LoanApplicationReceived,SRHY2158784164,780.0217465,0,0,,,24/03/2022-15:36:21.438,1648122146887
SkilledAgentDecision,YYAX3112117200,923.1891291,0,0,skilled,REJECTED,24/03/2022-15:37:21.423,1648122146937
VerifiedAmount,KDNR7602062547,1226.753888,0,0,,,24/03/2022-15:38:21.438,1648122146987
LoanApplicationSubmitted,ISOB9919736377,965.5143585,0,0,,,24/03/2022-15:38:21.454,1648122146987
NoviceAgentDecision,AJUU1442538506,1292.421587,0,0,novice,ACCEPTED,24/03/2022-15:40:21.391,1648122147087
LoanApplicationSubmitted,WCRE2789459056,824.4283164,0,0,,,24/03/2022-15:41:21.469,1648122147137
VerifiedAmount,SRHY2158784164,780.0217465,0,0,,,24/03/2022-15:43:21.438,1648122147237
LoanApplicationSubmitted,SLYT9912399249,1008.442749,0,0,,,24/03/2022-15:44:21.469,1648122147287
VerifiedRiskAssesment,RLWT3920835441,587.9718581,0,0.616966587,skilled,,24/03/2022-15:45:21.391,1648122147337
RiskAssesment,RLWT3920835441,587.9718581,0,0.616966587,,,24/03/2022-15:45:21.391,1648122147337
SkilledAgentDecision,UMAA1223219663,935.5165592,0,0,skilled,REJECTED,24/03/2022-15:45:21.407,1648122147337
ApplicationDecision,YYAX3112117200,923.1891291,0,0,skilled,REJECTED,24/03/2022-15:46:21.423,1648122147387
ApplicationDecision,AJUU1442538506,1292.421587,0,0,novice,ACCEPTED,24/03/2022-15:47:21.391,1648122147437
VerifiedCreditCheck,KDNR7602062547,1226.753888,1013.33724,0,novice,,24/03/2022-15:47:21.438,1648122147437
CreditCheck,KDNR7602062547,1226.753888,1013.33724,0,,,24/03/2022-15:47:21.438,1648122147437
LoanApplicationReceived,ISOB9919736377,965.5143585,0,0,,,24/03/2022-15:47:21.454,1648122147437
LoanApplicationSubmitted,NPDY7709127259,1116.563043,0,0,,,24/03/2022-15:47:21.485,1648122147437
LoanApplicationReceived,WCRE2789459056,824.4283164,0,0,,,24/03/2022-15:49:21.469,1648122147537
VerifiedAmount,WCRE2789459056,824.4283164,0,0,,,24/03/2022-15:49:21.469,1648122147537
ApplicationDecision,UMAA1223219663,935.5165592,0,0,skilled,REJECTED,24/03/2022-15:52:21.407,1648122147687
RiskAssesment,SRHY2158784164,780.0217465,0,0.558993429,,,24/03/2022-15:53:21.438,1648122147737
VerifiedRiskAssesment,SRHY2158784164,780.0217465,0,0.558993429,novice,,24/03/2022-15:53:21.438,1648122147737
VerifiedAmount,ISOB9919736377,965.5143585,0,0,,,24/03/2022-15:53:21.454,1648122147737
LoanApplicationReceived,SLYT9912399249,1008.442749,0,0,,,24/03/2022-15:53:21.469,1648122147737
LoanApplicationReceived,NPDY7709127259,1116.563043,0,0,,,24/03/2022-15:53:21.485,1648122147737
LoanApplicationSubmitted,UJYF6292294139,779.8761646,0,0,,,24/03/2022-15:53:21.501,1648122147737
VerifiedAmount,SLYT9912399249,1008.442749,0,0,,,24/03/2022-15:58:21.469,1648122147987
VerifiedAmount,NPDY7709127259,1116.563043,0,0,,,24/03/2022-15:58:21.485,1648122147987
LoanApplicationSubmitted,LMZU6289376068,1228.944742,0,0,,,24/03/2022-15:58:21.516,1648122147987
SkilledAgentDecision,RLWT3920835441,587.9718581,0,0,skilled,REJECTED,24/03/2022-16:00:21.391,1648122148087
LoanApplicationReceived,LMZU6289376068,1228.944742,0,0,,,24/03/2022-16:00:21.516,1648122148087
CreditCheck,SLYT9912399249,1008.442749,311.2156483,0,,,24/03/2022-16:01:21.469,1648122148137
VerifiedCreditCheck,SLYT9912399249,1008.442749,311.2156483,0,skilled,,24/03/2022-16:01:21.469,1648122148137
LoanApplicationReceived,UJYF6292294139,779.8761646,0,0,,,24/03/2022-16:01:21.501,1648122148137
